,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
2883,4.00E+07,Miramax,USA,Anthony Minghella,Crime,81298265,The Talented Mr. Ripley,R,25/12/1999,139,7.3,Matt Damon,148622,Patricia Highsmith,1999
2884,1.70E+08,Peters Entertainment,USA,Barry Sonnenfeld,Action,113805681,Wild Wild West,PG-13,30/06/1999,106,4.8,Will Smith,136482,Jim Thomas,1999
2885,4.20E+07,Polygram Filmed Entertainment,UK,Roger Michell,Comedy,116089678,Notting Hill,PG-13,28/05/1999,124,7.1,Hugh Grant,220588,Richard Curtis,1999
2886,60000,Haxan Films,USA,Daniel Myrick,Horror,140539099,The Blair Witch Project,R,30/07/1999,81,6.4,Heather Donahue,202691,Daniel Myrick,1999
2887,1.30E+07,Astralwerks,USA,Spike Jonze,Comedy,22858926,Being John Malkovich,R,03/12/1999,112,7.8,John Cusack,270071,Charlie Kaufman,1999
2888,34200000,Jack Giarraputo Productions,USA,Dennis Dugan,Comedy,163479795,Big Daddy,PG-13,25/06/1999,93,6.4,Adam Sandler,171997,Steve Franks,1999
2889,1.00E+07,Miramax,USA,Robert Iscove,Comedy,63366989,She's All That,PG-13,29/01/1999,95,5.8,Freddie Prinze Jr.,71905,R. Lee Fleming Jr.,1999
2890,1.35E+08,Danjaq,UK,Michael Apted,Action,126943684,The World Is Not Enough,PG-13,19/11/1999,128,6.4,Pierce Brosnan,165433,Neal Purvis,1999
2891,1.00E+08,Beacon Communications,USA,Peter Hyams,Action,66889043,End of Days,R,24/11/1999,121,5.7,Arnold Schwarzenegger,94188,Andrew W. Marlowe,1999
2892,1.00E+07,View Askew Productions,USA,Kevin Smith,Adventure,30651422,Dogma,R,12/11/1999,130,7.4,Ben Affleck,189591,Kevin Smith,1999
2893,1.30E+08,Walt Disney Pictures,USA,Chris Buck,Animation,171091819,Tarzan,G,18/06/1999,88,7.2,Tony Goldwyn,160561,Tab Murphy,1999
2894,1.60E+07,MTV Films,USA,Brian Robbins,Comedy,52885587,Varsity Blues,R,15/01/1999,106,6.4,James Van Der Beek,37062,W. Peter Iliff,1999
2895,8.20E+07,Universal Pictures,UK,Milos Forman,Biography,34580635,Man on the Moon,R,22/12/1999,118,7.4,Jim Carrey,105653,Scott Alexander,1999
2896,6.60E+07,Twentieth Century Fox Film Corporation,USA,Jon Amiel,Action,87704396,Entrapment,PG-13,30/04/1999,113,6.3,Sean Connery,93659,Ronald Bass,1999
2897,7.00E+07,Warner Bros.,USA,Brad Bird,Animation,23159305,The Iron Giant,PG,06/08/1999,86,8,Eli Marienthal,140243,Tim McCanlies,1999
2898,1.70E+07,Happy Madison Productions,USA,Mike Mitchell,Comedy,65538755,Deuce Bigalow: Male Gigolo,R,10/12/1999,88,5.7,Rob Schneider,62761,Harris Goldberg,1999
2899,4.80E+07,United Artists,USA,John McTiernan,Crime,69304264,The Thomas Crown Affair,R,06/08/1999,113,6.8,Pierce Brosnan,76693,Alan Trustman,1999
2900,1.20E+07,ETIC Films,Czech Republic,Antonia Bird,Fantasy,2060953,Voraz,R,19/03/1999,101,7,Guy Pearce,31991,Ted Griffin,1999
2901,8.00E+07,Imagine Entertainment,USA,Ted Demme,Comedy,63844974,Life,R,16/04/1999,108,6.7,Eddie Murphy,36302,Robert Ramsey,1999
2902,2.50E+07,Universal Pictures,USA,Joe Johnston,Biography,32481825,October Sky,PG,19/02/1999,108,7.8,Jake Gyllenhaal,69372,Homer H. Hickam Jr.,1999
2903,6.80E+07,Touchstone Pictures,USA,Michael Mann,Biography,28965197,The Insider,R,05/11/1999,157,7.9,Russell Crowe,141001,Marie Brenner,1999
2904,7.50E+07,Warner Bros.,USA,David O. Russell,Action,60652036,Three Kings,R,01/10/1999,114,7.1,George Clooney,145142,John Ridley,1999
2905,3.80E+07,Artisan Entertainment,Spain,Roman Polanski,Mystery,18661336,La última puerta,R,10/03/2000,133,6.7,Johnny Depp,144875,Arturo Pérez-Reverte,1999
2906,5.50E+07,Warner Bros.,USA,Oliver Stone,Drama,75530832,Any Given Sunday,R,22/12/1999,162,6.8,Al Pacino,101796,Daniel Pyne,1999
2907,1.00E+08,1492 Pictures,USA,Chris Columbus,Comedy,58220776,Bicentennial Man,PG,17/12/1999,132,6.8,Robin Williams,94773,Isaac Asimov,1999
2908,5.50E+07,Universal Pictures,USA,Frank Oz,Comedy,66384775,Bowfinger,PG-13,13/08/1999,97,6.4,Steve Martin,59541,Steve Martin,1999
2910,2.00E+06,Fox Searchlight Pictures,USA,Kimberly Peirce,Biography,11533945,Boys Don't Cry,R,31/03/2000,118,7.6,Hilary Swank,81901,Kimberly Peirce,1999
2911,1.60E+08,Touchstone Pictures,USA,John McTiernan,Action,32698899,The 13th Warrior,R,27/08/1999,102,6.6,Antonio Banderas,105423,Michael Crichton,1999
2912,3500000,Crossroads Films,USA,Darren Stein,Comedy,3071947,Jawbreaker,R,19/02/1999,87,5.5,Rose McGowan,20256,Darren Stein,1999
2913,7.30E+07,Columbia Pictures Corporation,USA,Phillip Noyce,Crime,66518655,The Bone Collector,R,05/11/1999,118,6.7,Denzel Washington,129642,Jeffery Deaver,1999
2914,7.00E+07,Paramount Pictures,USA,Bruce Beresford,Crime,116741558,Double Jeopardy,R,24/09/1999,105,6.4,Ashley Judd,60299,David Weisberg,1999
2915,1.00E+07,Asymmetrical Productions,France,David Lynch,Biography,6203044,The Straight Story,G,03/11/1999,112,8,Richard Farnsworth,68583,John Roach,1999
2916,2.50E+07,Bona Fide Productions,USA,Alexander Payne,Comedy,14879556,Election,R,07/05/1999,103,7.3,Matthew Broderick,77515,Tom Perrotta,1999
2917,6.80E+07,Universal Pictures,USA,Kinka Usher,Action,29655590,Mystery Men,PG-13,06/08/1999,121,6.1,Ben Stiller,56155,Neil Cuthbert,1999
2918,1.50E+07,New Line Cinema,Germany,Michael Patrick Jann,Comedy,10561238,Drop Dead Gorgeous,PG-13,23/07/1999,97,6.6,Kirsten Dunst,28434,Lona Williams,1999
2919,2.40E+07,FilmColony,USA,Lasse Hallström,Drama,57545092,The Cider House Rules,PG-13,07/01/2000,126,7.4,Tobey Maguire,83170,John Irving,1999
2920,3.50E+07,Fox 2000 Pictures,USA,Steve Miner,Action,31770414,Lake Placid,R,16/07/1999,82,5.6,Bridget Fonda,46036,David E. Kelley,1999
2921,1.20E+07,Artisan Entertainment,USA,David Koepp,Horror,21133087,Stir of Echoes,R,10/09/1999,99,7,Kevin Bacon,65477,Richard Matheson,1999
2922,8.00E+07,DreamWorks,USA,Jan de Bont,Fantasy,91411151,La maldición,PG-13,23/07/1999,113,4.9,Liam Neeson,61842,David Self,1999
2923,1.33E+08,Columbia Pictures Corporation,Germany,Rob Minkoff,Adventure,140035367,"Stuart Little, un ratón en la familia",PG,17/12/1999,84,5.9,Michael J. Fox,103603,E.B. White,1999
2924,3.50E+07,Forge,USA,Hugh Wilson,Comedy,26494611,Blast from the Past,PG-13,12/02/1999,112,6.6,Brendan Fraser,52177,Bill Kelly,1999
2925,9.00E+07,Icon Entertainment International,USA,Brian Helgeland,Action,81526121,Payback,R,05/02/1999,100,7.1,Mel Gibson,117618,Donald E. Westlake,1999
2926,2.00E+07,Columbia Pictures,USA,Doug Liman,Comedy,16842303,Go,R,09/04/1999,102,7.3,Sarah Polley,61476,John August,1999
2927,5.00E+07,Azoff Entertainment,USA,Norman Jewison,Biography,50668906,The Hurricane,R,14/01/2000,146,7.6,Denzel Washington,81047,Rubin 'Hurricane' Carter,1999
2928,4.00E+07,Columbia Pictures Corporation,Germany,Joel Schumacher,Mystery,36663315,8MM,R,26/02/1999,123,6.5,Nicolas Cage,109400,Andrew Kevin Walker,1999
2929,3.70E+07,Dark Castle Entertainment,USA,William Malone,Horror,40846082,House on Haunted Hill,R,29/10/1999,93,5.6,Geoffrey Rush,47381,Robb White,1999
2930,9.50E+07,Paramount Pictures,USA,Simon West,Crime,102705852,The General's Daughter,R,18/06/1999,116,6.3,John Travolta,45376,Nelson DeMille,1999
2931,2.10E+07,Scott Rudin Productions,USA,Trey Parker,Animation,52008288,"South Park: Bigger, Longer & Uncut",R,30/06/1999,81,7.8,Trey Parker,171511,Trey Parker,1999
2932,7.50E+07,New Line Cinema,USA,Rand Ravich,Drama,10672566,The Astronaut's Wife,R,27/08/1999,109,5.3,Charlize Theron,47987,Rand Ravich,1999
2936,1.60E+07,Columbia Pictures,Germany,Josef Rusnak,Mystery,15500000,El piso 13,R,28/05/1999,100,7,Craig Bierko,56325,Daniel F. Galouye,1999
2938,2.50E+07,Columbia Pictures Corporation,USA,Rodman Flender,Comedy,4002955,Idle Hands,R,30/04/1999,92,6.2,Devon Sawa,35197,Terri Hughes,1999
2939,2.80E+07,Baldwin/Cohen Productions,Canada,Jay Roach,Comedy,8888143,"Mystery, Alaska",R,01/10/1999,119,6.7,Russell Crowe,23089,David E. Kelley,1999
2940,1.10E+07,Fox Searchlight Pictures,UK,Michael Hoffman,Comedy,16071990,A Midsummer Night's Dream,PG-13,14/05/1999,116,6.5,Kevin Kline,22127,William Shakespeare,1999
2941,2.50E+07,Fox 2000 Pictures,USA,Jonathan Kaplan,Drama,10114315,Brokedown Palace,PG-13,13/08/1999,100,6.4,Claire Danes,19516,Adam Fields,1999
2942,7.00E+07,Paramount Pictures,USA,Garry Marshall,Comedy,152257509,Runaway Bride,PG,30/07/1999,116,5.5,Julia Roberts,79935,Josann McGibbon,1999
2943,2.20E+07,40 Acres & A Mule Filmworks,USA,Spike Lee,Crime,19283782,Summer of Sam,R,02/07/1999,142,6.6,John Leguizamo,32454,Spike Lee,1999
2945,5.50E+07,De Fina-Cappa,USA,Martin Scorsese,Drama,16640210,Bringing Out the Dead,R,22/10/1999,121,6.8,Nicolas Cage,55769,Joe Connelly,1999
2946,8.50E+07,Gaumont,France,Luc Besson,Adventure,14276317,The Messenger: The Story of Joan of Arc,R,12/11/1999,158,6.4,Milla Jovovich,58412,Andrew Birkin,1999
2947,2.10E+07,United Artists,USA,Katt Shea,Horror,17762705,The Rage: Carrie 2,R,12/03/1999,104,4.6,Emily Bergl,13693,Stephen King,1999
2948,8.00E+07,Village Roadshow Pictures,USA,Harold Ramis,Comedy,106885658,Analyze This,R,05/03/1999,103,6.7,Robert De Niro,130447,Kenneth Lonergan,1999
2949,1200000,Cheerleader LLC,USA,Jamie Babbit,Comedy,2205627,But I'm a Cheerleader,R,11/08/2000,85,6.6,Natasha Lyonne,21306,Brian Peterson,1999
2950,8.00E+07,Bel Air Entertainment,USA,Luis Mandoki,Drama,52880016,Message in a Bottle,PG-13,12/02/1999,126,6.2,Kevin Costner,31045,Nicholas Sparks,1999
2951,2.90E+07,Metro-Goldwyn-Mayer (MGM),USA,Rupert Wainwright,Horror,50046268,Stigmata,R,10/09/1999,103,6.2,Patricia Arquette,57128,Tom Lazarus,1999
2955,9.00E+07,Walt Disney Pictures,USA,David Kellogg,Action,97403112,Inspector Gadget,PG,23/07/1999,78,4.1,Matthew Broderick,38883,Andy Heyward,1999
2956,1.50E+07,Tribeca Productions,USA,Joel Schumacher,Comedy,4485485,Flawless,R,24/11/1999,112,6.4,Robert De Niro,15402,Joel Schumacher,1999
2957,8500000,Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,17845337,Drive Me Crazy,PG-13,01/10/1999,91,5.7,Melissa Joan Hart,15840,Todd Strasser,1999
2958,8.00E+07,Universal Pictures,USA,Sam Raimi,Drama,35168395,For Love of the Game,PG-13,17/09/1999,137,6.6,Kevin Costner,27499,Michael Shaara,1999
2959,6.50E+07,Columbia Pictures,USA,Les Mayfield,Action,68518533,Blue Streak,PG-13,17/09/1999,93,6.3,Martin Lawrence,64009,Michael Berry,1999
2960,3.40E+07,Broadway Pictures,USA,Bruce McCulloch,Comedy,30628981,Superstar,PG-13,08/10/1999,81,5,Molly Shannon,15732,Molly Shannon,1999
2961,1.30E+07,Canal+ Droits Audiovisuels,France,Andrew Fleming,Comedy,6241697,Dick,PG-13,04/08/1999,94,6.1,Kirsten Dunst,16661,Andrew Fleming,1999
2962,8.00E+07,Walt Disney Pictures,USA,James Algar,Animation,60655420,Fantasia 2000,G,16/06/2000,100,7.2,James Levine,29666,Eric Goldberg,1999
2964,3.10E+07,Screen Gems,USA,Mark Pellington,Crime,24362501,Arlington Road,R,09/07/1999,117,7.2,Jeff Bridges,73152,Ehren Kruger,1999
2965,3.50E+07,Mandeville Films,USA,Garry Marshall,Comedy,27797271,The Other Sister,PG-13,26/02/1999,129,6.5,Juliette Lewis,10870,Alexandra Rose,1999
2966,9.20E+07,Fox 2000 Pictures,USA,Andy Tennant,Drama,39263420,Anna and the King,PG-13,17/12/1999,148,6.7,Jodie Foster,32493,Anna Leonowens,1999
2967,2.00E+07,DreamWorks,USA,Peter Ho-Sun Chan,Comedy,8276228,The Love Letter,PG-13,21/05/1999,88,5.4,Kate Capshaw,3641,Cathleen Schine,1999
2968,7.50E+07,DreamWorks,USA,Bronwen Hughes,Comedy,52888180,Forces of Nature,PG-13,19/03/1999,105,5.4,Sandra Bullock,28258,Marc Lawrence,1999
2969,9.00E+06,40 Acres & A Mule Filmworks,USA,Malcolm D. Lee,Comedy,34102780,The Best Man,R,22/10/1999,120,6.7,Taye Diggs,7086,Malcolm D. Lee,1999
2970,5.00E+07,David Brown Productions,USA,Alan Parker,Drama,13038660,Angela's Ashes,R,21/01/2000,145,7.3,Emily Watson,17953,Frank McCourt,1999
2971,2.30E+07,Columbia Pictures Corporation,UK,Neil Jordan,Drama,10660147,The End of the Affair,R,21/01/2000,102,7.2,Ralph Fiennes,18698,Graham Greene,1999
2972,5.50E+07,Warner Bros.,USA,Clint Eastwood,Crime,16635339,True Crime,R,19/03/1999,127,6.6,Clint Eastwood,27145,Andrew Klavan,1999
2973,3.00E+07,Columbia Pictures Corporation,USA,Sidney Lumet,Crime,4155234,Gloria,R,22/01/1999,108,5.1,Sharon Stone,4711,John Cassavetes,1999
2974,8.00E+07,Imagine Entertainment,USA,Ron Howard,Comedy,22362500,Edtv,PG-13,26/03/1999,122,6.1,Matthew McConaughey,37180,Émile Gaudreault,1999
2975,8.00E+07,Spyglass Entertainment,USA,Jon Turteltaub,Drama,34098563,Instinct,R,04/06/1999,126,6.5,Anthony Hopkins,28633,Gerald Di Pego,1999
2976,6.40E+07,Columbia Pictures Corporation,USA,Sydney Pollack,Drama,31054924,Random Hearts,R,08/10/1999,133,5.1,Harrison Ford,17776,Warren Adler,1999
2977,6.00E+06,Bona Fide Productions,USA,Rick Famuyiwa,Comedy,25047631,The Wood,R,16/07/1999,106,6.9,Elayn J. Taylor,7032,Rick Famuyiwa,1999
2978,7.50E+07,Mutual Film Company,USA,John Bruno,Action,14010690,Virus,R,15/01/1999,99,4.9,Jamie Lee Curtis,23127,Chuck Pfarrer,1999
2979,9.00E+06,Artisan Entertainment,USA,Steven Soderbergh,Crime,3193102,The Limey,R,04/08/1999,89,7.1,Terence Stamp,25899,Lem Dobbs,1999
2980,1.20E+07,Crystal Sky Worldwide,USA,Bob Clark,Comedy,27141959,Baby Geniuses,PG,12/03/1999,97,2.6,Kathleen Turner,21192,Steven Paul,1999
2981,1.40E+07,Miramax,USA,Tony Goldwyn,Drama,4741987,A Walk on the Moon,R,23/04/1999,107,6.6,Diane Lane,7083,Pamela Gray,1999
2983,1.40E+07,Arts Council of England,UK,Oliver Parker,Comedy,18535191,An Ideal Husband,PG-13,30/06/1999,97,6.9,Rupert Everett,13547,Oscar Wilde,1999
2984,5.00E+07,Castle Rock Entertainment,USA,Rob Reiner,Comedy,27067160,The Story of Us,R,15/10/1999,95,5.9,Bruce Willis,19215,Alan Zweibel,1999
2985,2.40E+07,Play It Inc.,USA,Ron Shelton,Comedy,8427204,Play It to the Bone,R,21/01/2000,124,5.4,Woody Harrelson,10533,Ron Shelton,1999
2986,3.30E+07,3 Miles Apart Productions Ltd.,USA,Mike Newell,Comedy,8406264,Pushing Tin,R,23/04/1999,124,6,John Cusack,25713,Darcy Frey,1999
2990,3.80E+07,Columbia Pictures Corporation,USA,Ulu Grosbard,Drama,13376506,The Deep End of the Ocean,PG-13,12/03/1999,106,6.3,Michelle Pfeiffer,11136,Jacquelyn Mitchard,1999
2991,6.00E+06,New Regency Pictures,Germany,Mark Tarlov,Comedy,4394936,Simplemente irresistible,PG-13,05/02/1999,96,5.3,Sarah Michelle Gellar,11965,Judith Roberts,1999
2992,29750000,Sweetland Films,USA,Woody Allen,Comedy,4196621,Sweet and Lowdown,PG-13,10/03/2000,95,7.3,Sean Penn,29088,Woody Allen,1999
2993,7.50E+07,Castle Rock Entertainment,UK,Kelly Makin,Comedy,33864342,Mickey Blue Eyes,PG-13,20/08/1999,102,5.8,Hugh Grant,31178,Adam Scheinman,1999
2995,2.70E+07,Craven-Maddalena Films,USA,Wes Craven,Drama,14859394,Music of the Heart,PG,29/10/1999,124,6.8,Meryl Streep,10622,Pamela Gray,1999
2996,6.00E+06,Dogstar Films,USA,Risa Bramon Garcia,Comedy,6851636,200 Cigarettes,R,26/02/1999,101,5.9,Ben Affleck,13466,Shana Larsen,1999
2997,2.30E+07,Fox 2000 Pictures,USA,Wayne Wang,Comedy,18653615,Anywhere But Here,PG-13,12/11/1999,114,6.2,Susan Sarandon,15423,Mona Simpson,1999
2998,1.30E+07,Miramax,USA,Kevin Williamson,Comedy,8946237,Teaching Mrs. Tingle,PG-13,20/08/1999,96,5.2,Helen Mirren,17917,Kevin Williamson,1999
3000,6.50E+07,Walt Disney Pictures,USA,Donald Petrie,Comedy,36830057,My Favorite Martian,PG,12/02/1999,94,5,Christopher Lloyd,11414,John L. Greene,1999
3001,4.50E+07,Columbia Pictures,France,Peter Kassovitz,Drama,4956401,Jakob the Liar,PG-13,24/09/1999,120,6.5,Robin Williams,13320,Jurek Becker,1999
3002,1.30E+07,Toho Pictures,Japan,Takao Okawara,Action,10037390,Godzilla 2000,PG,18/08/2000,99,6.1,Hiroshi Abe,5994,Hiroshi Kashiwabara,1999
3003,6.00E+07,Metro-Goldwyn-Mayer (MGM),USA,Irwin Winkler,Drama,22365133,At First Sight,PG-13,15/01/1999,128,5.9,Val Kilmer,11819,Oliver Sacks,1999
3004,3.50E+07,Universal Pictures,USA,Ang Lee,Drama,630779,Ride with the Devil,R,05/11/1999,138,6.8,Tobey Maguire,11587,Daniel Woodrell,1999
3005,1.50E+07,Columbia Pictures Corporation,Germany,Antonio Banderas,Comedy,1954202,Crazy in Alabama,PG-13,22/10/1999,111,6.3,Melanie Griffith,6108,Mark Childress,1999
3006,2.80E+07,Touchstone Pictures,USA,Lawrence Kasdan,Comedy,4554569,Mumford,R,24/09/1999,112,6.9,Loren Dean,8298,Lawrence Kasdan,1999
3007,1.20E+07,Cattleya,Italy,Franco Zeffirelli,Drama,14348123,Tea with Mussolini,PG,14/05/1999,117,6.9,Maggie Smith,9745,John Mortimer,1999
3008,4.50E+07,Baumgarten-Prophet Entertainment,USA,Mic Rodgers,Action,10431220,Universal Soldier: The Return,R,20/08/1999,83,4.1,Jean-Claude Van Damme,25272,Richard Rothstein,1999
3009,3.00E+06,Beacon Communications,USA,David Raynr,Comedy,9016377,Trippin',R,12/05/1999,94,5.2,Deon Richmond,1043,Gary Hardwick,1999
3011,4.00E+06,Baumgarten-Prophet Entertainment,USA,Jeff Franklin,Comedy,2800000,Love Stinks,R,10/09/1999,94,5.8,French Stewart,4508,Jeff Franklin,1999
3012,2.60E+07,Jim Henson Pictures,USA,Gary Halvorson,Adventure,11634458,The Adventures of Elmo in Grouchland,G,01/10/1999,73,5.8,Kevin Clash,2304,Mitchell Kriegman,1999
3013,5.10E+07,New Line Cinema,USA,Gary Sinyor,Comedy,21731001,The Bachelor,PG-13,05/11/1999,101,5,Chris O'Donnell,15339,Roi Cooper Megrue,1999
3014,3.00E+07,4 Kids Entertainment,Japan,Michael Haigney,Animation,43758684,Pokémon: The Movie 2000,G,21/07/2000,84,6,Rica Matsumoto,16683,Satoshi Tajiri,1999
3016,2.40E+07,Jim Henson Pictures,USA,Tim Hill,Adventure,16625807,Muppets from Space,G,14/07/1999,87,6.3,Dave Goelz,15619,Jerry Juhl,1999
3018,7.00E+06,Miramax,USA,Michael Corrente,Comedy,7292175,Outside Providence,R,01/09/1999,96,6.4,Shawn Hatosy,7949,Peter Farrelly,1999
3019,3.50E+07,Ambridge Film Partnership,Canada,Stephan Elliott,Drama,16459004,Eye of the Beholder,R,28/01/2000,109,4.9,Ewan McGregor,13676,Marc Behm,1999
3020,2.50E+07,New Line Cinema,USA,James Foley,Action,15156200,The Corruptor,R,12/03/1999,110,6,Yun-Fat Chow,15959,Robert Pucci,1999
3023,8500000,Elysian Dreams,USA,Robert Altman,Comedy,10919177,Cookie's Fortune,PG-13,16/04/1999,118,6.9,Glenn Close,11540,Anne Rapp,1999
3024,3.50E+07,Universal Pictures,USA,Scott Hicks,Drama,14378353,Snow Falling on Cedars,PG-13,07/01/2000,127,6.8,Ethan Hawke,12701,David Guterson,1999
3025,30000,Pathé Pictures International,UK,Lynne Ramsay,Drama,216781,Ratcatcher,NOT RATED,12/11/1999,94,7.5,Tommy Flanagan,6648,Lynne Ramsay,1999
3026,7.00E+06,Dogstar Films,USA,Mike Barker,Crime,25651,Best Laid Plans,R,21/04/2000,92,6.2,Alessandro Nivola,6562,Ted Griffin,1999
3027,450000,Good Machine,USA,Jim Fall,Comedy,2049595,Trick,R,23/07/1999,89,7.2,Christian Campbell,7252,Jason Schafer,1999
3029,4.00E+06,Newmarket Capital Group,USA,Mike Figgis,Drama,399793,The Loss of Sexual Innocence,R,07/01/2000,106,5.4,Julian Sands,2940,Mike Figgis,1999
3030,2.00E+07,Warner Bros.,Australia,Damon Santostefano,Comedy,10544143,Three to Tango,PG-13,22/10/1999,98,6.1,Neve Campbell,16906,Rodney Patrick Vaccaro,1999
3031,5.00E+06,Kang Je-Kyu Film Co. Ltd.,South Korea,Je-kyu Kang,Action,97152,Swiri,R,13/02/1999,125,6.7,Suk-kyu Han,7224,Je-kyu Kang,1999
3034,3.00E+07,American Entertainment Investors,USA,Chris Roberts,Action,11576087,Wing Commander,PG-13,12/03/1999,100,4.2,Freddie Prinze Jr.,15148,Chris Roberts,1999
3035,3.00E+07,Amblin Entertainment,USA,Neil Jordan,Drama,12017369,In Dreams,R,15/01/1999,100,5.5,Annette Bening,11323,Bari Wood,1999
3036,2.50E+07,Morgan Creek Productions,USA,Richard Rich,Animation,11956538,The King and I,G,19/03/1999,87,4.1,Miranda Richardson,3209,Oscar Hammerstein II,1999
3038,7.00E+06,Dimension Films,USA,Michael Rymer,Crime,14003141,In Too Deep,R,25/08/1999,95,6.2,Omar Epps,4935,Michael Henry Brown,1999
3042,1.20E+07,Flying Heart Films,USA,Alan Rudolph,Comedy,175370,Breakfast of Champions,R,18/02/1999,110,4.6,Bruce Willis,7081,Kurt Vonnegut Jr.,1999
3043,7.50E+07,Cherry Alley Productions,USA,Sam Weisman,Comedy,28535768,The Out-of-Towners,PG-13,02/04/1999,90,5.3,Steve Martin,11242,Neil Simon,1999
3044,1.20E+07,Bigel / Mailer Films,USA,James Toback,Crime,5241315,Black & White,R,05/04/2000,98,5,Ben Stiller,5216,James Toback,1999
3046,3.20E+07,Cradle Productions Inc.,USA,Tim Robbins,Drama,2899970,Cradle Will Rock,R,21/01/2000,132,6.9,Hank Azaria,8237,Tim Robbins,1999
3047,5.00E+07,Metro-Goldwyn-Mayer (MGM),USA,Scott Silver,Action,13260050,The Mod Squad,R,26/03/1999,92,4.2,Claire Danes,7995,Buddy Ruskin,1999
3048,2500000,Evenstar Films,USA,Alison Maclean,Drama,1282084,Jesus' Son,R,07/07/2000,107,7,Billy Crudup,6425,Denis Johnson,1999
3049,7.00E+07,Universal Pictures,USA,Hugh Wilson,Comedy,9694105,Dudley Do-Right,PG,27/08/1999,77,3.9,Brendan Fraser,8641,Jay Ward,1999
3050,3.00E+07,Alcon Entertainment,USA,Jeff Pollack,Comedy,6545360,Lost & Found,PG-13,23/04/1999,95,5,David Spade,5807,J.B. Cook,1999
3051,3.00E+07,Beaver Productions,UK,Richard Attenborough,Biography,632617,Grey Owl,PG-13,01/10/1999,100,6,Pierce Brosnan,2996,William Nicholson,1999
3052,5250000,Destination Films,USA,Louis Morneau,Horror,10155690,Bats,PG-13,22/10/1999,91,3.7,Lou Diamond Phillips,8632,John Logan,1999
3053,1.00E+07,Global Entertainment Productions GmbH & Company Medien KG,Germany,Kevin Alyn Elders,Action,292152,Rescate explosivo,PG-13,24/09/1999,85,2.5,Dennis Rodman,6187,Moshe Diamant,1999
3054,1.50E+07,October Films,USA,Albert Brooks,Comedy,11614236,The Muse,PG-13,27/08/1999,97,5.6,Albert Brooks,9648,Albert Brooks,1999
3055,5.00E+05,Santa Monica Holdings,USA,Lloyd Kaufman,Comedy,1434,Terror Firmer,R,20/06/1999,114,6.3,Will Keenan,4225,Patrick Cassidy,1999
3056,7.00E+07,Morgan Creek Productions,USA,Hugh Johnson,Action,11227940,Chill Factor,R,01/09/1999,102,5.2,Cuba Gooding Jr.,8600,Drew Gitlin,1999
3057,1.40E+07,7 Arts International,UK,Martha Fiennes,Drama,206128,Onegin,R,19/11/1999,106,6.9,Ralph Fiennes,6629,Peter Ettedgui,1999
